id;what;who;Gender;Category;Activity;Context;Birthday, place;sterbedatum_und_sterbeort;Zipcode;Street;Housenr;Location;District;made;art
285;Mitglieder der von Walter Felsenstein 1947 gegründeten Komischen Oper;"Walter Felsenstein; Regisseur, Gründer und Intendant der Komischen Oper";m;Culture;Directing;;30.05.1901, Wien;08.10.1975, Berlin;10117;Behrenstraße;55 bis 57;Treppe rechts zwischen 1. und 2. Rang;Mitte;30.08.1966;Messingtafel
624;Monbijoupark;;no person;Building;Park;;;;10117;Monbijoupark;;Parkseite Oranienburger Straße;Mitte;;Infokasten
702;Münzfries;;no person;Building;Monument;;;;10559;Rathenower Straße;;Rathenower Straße Ecke Alt-Moabit, oben an der Hausecke zu Alt-Moabit;Moabit;;Steinfries
606;Mythos Führerbunker;;no person;Building;Bunker; NS criminal;;;10117;Gertrud-Kolmar-Straße;;Gegenüber Einmündung In den Ministergärten;Mitte;;Infokasten
738;Namensgalerie der TFH Berlin, (www.christian-peter-beuth-gesellschaft.de);;no person;Science and Research;Research;;;;13353;Limburger Straße;27;Rechts im Hof an der Wand;Wedding;;Messingtafel mit schwarzer Inschrift
200;Neue Synagoge;;no person;Building;Synagogue;;;;10178;Oranienburger Straße;30;Links vom Haupteingang;Mitte;1988/2009;Granittafel mit vergoldeter Inschrift
201;Neue Synagoge;;no person;Building;Synagogue;;;;10178;Oranienburger Straße;30;Rechts vom Haupteingang;Mitte;1956/09.1966 ?;Granittafel mit vergoldeter Inschrift
119;Neues Stadthaus;"Ludwig Hoffmann; Architekt und Stadtbaurat";m;Building;Residential;;30.07.1852, Darmstadt;11.11.1932, Berlin;10179;Klosterstraße;47;Links vom Eingang, zwischen dem 2. und 3. Fenster;Mitte;26.07.2002;KPM - Berliner Gedenktafel (Doppeltafel)
290;Nicolaihaus;;no person;Building;Residential;;;;10178;Brüderstraße;13;Links neben dem Eingang;Mitte;18.03.1983;Bronzetafel
609;Nicolaiviertel;;no person;Building;Residential;;;;10178;Rathausstraße;;Rathausstraße Ecke Spandauer Straße, am Gehwegrand;Mitte;;Metall-Infotafel
228;"Nikolaikirche; Ältestes Bauwerk Berlins";;no person;Building;Church;;;;10178;Nikolaikirchplatz;;An der Nikolaikirche, rechts neben dem Eingang;Mitte;14.05.1987;Metalltafel
395;Novemberrevolution;"Karl Marx; Journalist, Philosoph, Ökonom und Gesellschaftstheoretiker";m;History;Communism;November Revolution;05.05.1818, Trier;14.03.1883, London;10178;Schloßplatz;7;Ganz links am Haus in der Hauswand;Mitte;08.11.1988;Metalltafel
355;"Novemberrevolution 1919; Hauptquartier der Volksmarinedivision";;no person;History;Communism;November Revolution;;;10179;Märkisches Ufer;48;Links neben dem Eingang;Mitte;11.11.1980;Bronzetafel
380;Oberbürgermeister von Berlin bis 1899;;m;History;Politics;;;;10178;Rathausstraße;15;In der Toreinfahrt Jüdenstraße rechts;Mitte;Jan 08;Bronzetafel
289;Oberwagenführer seiner Majestät des Königs 1904-1916;Otto Schröder;m;History;Politics;royal;;;10178;Breite Straße;30 bis 31;Im Hof rechte Wand;Mitte;1916/1917;Marmortafel mit vergoldeter Inschrift
248;Opfer des Nationalsozialismus;;several;History;Civilians;NS victim;;;10551;Mathilde-Jacob-Platz;1;Im Eingangsbereich des Rathaus Tiergarten;Moabit;;"Wandfries; Text auf der Wand"
524;Opfer des Nationalsozialismus, des Krieges und kommunistischer Verfolgung;;several;History;Civilians;Political Violence Victim;;;10117;Unter den Linden;4;Pieta in der Neuen Wache;Mitte;;Bronzefigur auf Bronze-Bodentafel
261;Opfer von Kriegen und Widerstand - 1866 - den gemeinsam bestatteten Gefallenen;;several;History;Civilians;War;;;10115;Scharnhorststraße;33;Invalidenfriedhof, an der Mauer zum Kanal;Mitte;;Marmortafel, schwarz mit weißer Inschrift
488;Pariser Platz;;no person;Building;Public Place;;;;10117;Pariser Platz;;An der linken Blumenrabatte;Mitte;;Infokasten
236;Plakette Architektur Sonderpreis 2009;;no person;Culture;Architecture;;;;10178;Bodestraße;1 bis 3;In den Kollonaden, Neues Museum;Mitte;2009;Bronzetafel
340;Podewilsches Palais;;no person;Building;Monument;;;;10179;Klosterstraße;68;Am Treppengeländer vor dem Eingang;Mitte;26.07.1951;Eisengusstafel mit vergoldeter Inschrift
356;"Pogrom von 1510; Grabstätte für 38 auf dem Scheiterhaufen verbrannte Berliner Juden";;several;History;Civilians;Jewish;;;10178;Mollstraße;11;Am Weg seitlich hinter dem Haus, Rasenfläche;Mitte;Okt 88;2 Metalltafeln am Steinblock
268;Polizeipräsidium;;no person;Building;Military and Police;;;;10178;Grunerstraße;;Auf der Mittelstreifen Grunerstraße;Mitte;1987;Gebogene Kupfertafel
136;Polnische Zwangsarbeiter bei der AEG;;several;History;Civilians;NS victim;;;13355;Gustav-Meyer-Allee;25;Am ehemaligen Werkstor, links an der Wand;Gesundbrunnen;01.09.1995;KPM - Berliner Gedenktafel
378;Preußisch halbe Ruthe und Metermaß (Neuzoll);;no person;Science and Research;Monument;Prussian;;;10178;Rathausstraße;15;Rechts vom Tor Spandauer Straße neben der Treppe;Mitte;;Metalltafel
178;Preußische Central-Genossenschaftskasse;;no person;Building;Administration;Prussian;;;10117;Am Zeughaus;2;Rechts vom Eingang;Mitte;Okt 99;Bronzetafel
34;Preußische Nationalversammlung 1848;;no person;History;Politics;Prussian;;;10117;Gendarmenmarkt;1;Schauspielhaus, rechts der Freitreppe an der Wand;Mitte;17.03.1998;Bronzetafel
403;Restaurierung Heilig-Geist-Kapelle;;no person;Building;Church;;;;10178;Spandauer Straße;1;Seite zur St. Wolfgang Straße;Mitte;;Bronzetafel
750;Robert-Koch-Institut;"Robert Koch; Mediziner und Mikrobiologe";m;Building;Research;;11.12.1843, Clausthal;27.05.1910, Baden-Baden;13353;Nordufer;20;Robert-Koch-Institut, im Vorgarten vor dem Eingang;Wedding;;Acrylglastafel
391;Schwestern des Kaiserin-Augusta-Hospitals;;f;Building;Hospital;;;;10115;Scharnhorststraße;33;Feld B, Sockel eines Kreuzes, Invalidenfriedhof;Mitte;;Vergoldete Inschrift im Kreuzsockel
213;Seligsprechung am 23.06.1996;"Bernhard Lichtenberg; Domprobst";m;Religion and Philosophy;Administration;;03.12.1875, Ohlau;05.11.1943, Hof;10117;"Hinter der Katholischen Kirche
Hinter der Katholischen Kirche 3
Hinter der Katholischen Kirche 3";3;Früher Opernplatz, im Eingang zur Sankt-Hedwigs Kathedrale;Mitte;20.05.1997;Metalltafel
359;Sitz des Preußischen Landtages 1899-1934;;no person;Building;Administration;Prussian;;;10117;Niederkirchnerstraße;3 bis 5;Links vom Eingang;Mitte;28.04.1993;Messingtafel mit schwarzer Inschrift
349;Spittelkolonnaden 1776;;no person;Building;Business;;;;10117;Leipziger Straße;;Mitte der Spittelkolonaden, linke Seite innen;Mitte;15.12.1979;Bronzetafel
659;Sportanlage Gustav Böß;"Gustav Böß; Oberbürgermeister von Groß-Berlin";m;Building;sport facility;Sport;11.04.1873, Gießen;06.02.1946, Bernried;13357;Koloniestraße;82 bis 88;Rechts am Eingang zu den Kabinen;Gesundbrunnen;Dez 78;Bronzetafel
707;St. Johannis Kirche;;no person;Building;Curch;;;;10559;Alt-Moabit;24 bis 25;Wände links und rechts vom Eingang;Moabit;;Text auf der Ziegelmauer
744;"St. Sebastian Kirche; SEL? DOMPROPST PRÄLAT ? 1996";Domprobst Bernhard Lichtenberg, Konrad Kardinal von Preysing, Bischof Wilhelm Weskamm, Kardinal Julius Döpfner;mmmm;Religion and Philosophy;Administration;;;;13355;Gartenplatz;;Hauptschiff Mitte links und rechts;Gesundbrunnen;;2 Marmortafeln, schwarz mit goldener Inschrift
415;Staatsoper;;no person;Building;Opera;;;;10117;Unter den Linden;7;Rechts vom Haupteingang;Mitte;1953;Bronzetafel
660;"Stadtbibliothek am Luisenbad; Grundsteinlegung";;no person;Building;Library;;;;13357;Travemünder Straße;2;Rampe nach unten 1. Kurve;Gesundbrunnen;30.04.1992;Granittafel mit weißer Inschrift
67;Stadtpalais Mendelsohn Bartoldy;"Felix Mendelssohn Bartholdy und Fanny Hensel (Tochter); Komponist, Dirigent, Preußischer Generalmusikdirektor";mf;Culture;Composing;;"03.02.1809, Hamburg; 14.11.1805, Hamburg";"04.11.1847, Leipzig; 14.05.1847, Berlin";10117;Leipziger Straße;3;Bundesrat, in der Toreinfahrt linke Wand;Mitte;20.03.2002;Acrylglas-Infotafel
675;Straße der Erinnerung;"Albert Einstein; Physiker, Schöpfer der Relativitätstheorie, Nobelpreisträger";m;Science and Research;Physics;;14.03.1879, Ulm;18.04.1955, Princeton, New Jersey;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;23.05.2012;Bronzetafel am Granitsockel
681;Straße der Erinnerung;"Edith Stein; Philosophin, Frauenrechtlerin, NS-Verfolgte";f;Religion and Philosophy;Philosopher;;12.10.1891, Breslau;09.08.1942, KZ Auschwitz-Birkenau;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;;Bronzetafel am Granitsockel
685;Straße der Erinnerung;"Johann Georg Elser; Schreiner, Hitler-Attentäter, NS-Widerstandskämpfer";m;History;Civilian;NS resistance;04.01.1903, Hermaringen;09.04.1945, KZ Dachau;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;;Bronzetafel am Granitsockel
695;Straße der Erinnerung;"Konrad Zuse; Bauingenieur, Erfinder des Computers, Unternehmer";m;Science and Research;Computer Science;;20.10.1910, Wilmersdorf;18.12.1995, Hünfeld;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;;Bronzetafel am Granitsockel
696;Straße der Erinnerung;"Ludwig Erhard; Politiker (CDU), Bundeskanzler";m;History;Politics;Chancelor;04.02.1897, Fürth;05.05.1977, Bonn;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;;Bronzetafel am Granitsockel
698;Straße der Erinnerung;"Ludwig Mies van der Rohe; Architekt";m;Culture;Architecture;;27.03.1886, Aachen;17,08.1969, Chicago;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;;Bronzetafel am Granitsockel
708;Straße der Erinnerung;Ernst-Freiberger-Stiftung;m;History;Civil Society Organisation;;;;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke, an beiden Enden;Moabit;07.01.2002;Bronzetafel auf Granitplatte
711;Straße der Erinnerung;"Walther Rathenau; Publizist, Unternehmer, Politiker, Reichsaußenminister";m;History;Politics;Weimar;29.09.1867, Berlin;24.06.1922, Berlin;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;18.09.2006;Bronzetafel am Granitsockel
497;Straße der Erinnerung;"Albrecht Haushofer; Schriftsteller und NS-Widerstandskämpfer";m;Culture;Writing;NS resistance;07.01.1903, München;223.04.1945, Berlin;10559;Alt-Moabit;101;Spreeufer zwischen Moabiter-/Lessingbrücke;Moabit;07.01.2002;Bronzetafel am Granitsockel
5;Synagoge Beth Zion;;no person;Building;Synagogue;;;;10115;Brunnenstraße;33;Links neben dem Eingang;Mitte;28.08.1994;Bronzetafel
661;Synagoge des Israelischen Religionsvereins Gesundbrunnen Ahavas Achim;;no person;Building;Synagogue;NS victim;;;13359;Prinzenallee;87;Hausflur hinten rechts an der Wand;Gesundbrunnen;;Marmortafel mit weißer Inschrift
531;Todesopfer an der Berliner Mauer;"Bernd Lünser; Student";m;History;Civilian;GDR victim;11.03.1939, Berlin;04.10.1961, Berlin;10435;Bernauer Straße;44;Bodenplatte im Gehweg, Nähe Wolliner Straße;Mitte;;Granit-Bodentafel
532;Todesopfer an der Berliner Mauer;"Ernst Mundt; Bauarbeiter";m;History;Civilian;GDR victim;02.12.1921, Bad Polzin;04.09.1962, Berlin;10115;Bernauer Straße;119;Bernauer Straße Ecke Gartenstraße;Mitte;;Metallstele
554;Todesopfer an der Berliner Mauer;"Günter Litfin; Schneider";m;History;Civilian;GDR victim;19.01.1937, Berlin;24.08.1961, Berlin;10115;Kieler Straße;2;Am Wachturm;Mitte;24.08.2003;Granittafel mit roter Inschrift
656;Todesopfer an der Berliner Mauer;"Olga Segler; Ältestes namentlich bekanntes Opfer der Berliner Mauer";f;History;Civilian;GDR victim;31.07.1881, Prischt, Ukraine;26.09.1961, Berlin;10115;Bernauer Straße;31;Gegenüber Wolgaster Straße, Bodenplatte im Gehweg;Mitte;2006 Repro;Granit-Bodentafel
689;Todesopfer an der Berliner Mauer;"Günter Litfin; Schneider";m;History;Civilian;GDR victim;19.01.1937, Berlin;24.08.1961, Berlin;10115;Sandkrugbrücke;;Westliche Seite, Invalidenstraße, am Gehwegrand;Mitte;;Granitstein mit roter Inschrift
745;"Turn- und Sportverein Wedding 1862 e.V.; ältester Sportverein Berlins";;no person;History;Civil Society Organisation;Sport;;;13353;Müllerstraße;163;Im Keller der SPD Zentrale;Wedding;;Bronzetafel
635;"Umweltbibliothek 1986-1990; Zionskirche";;no person;Building;Church;GDR;;;10435;Griebenowstraße;16;Rechts neben Eingang Gemeindehaus;Mitte;25.11.2007;Acrylglastafel
244;Unterzeichnung des deutsch-deutschen Einigungsvertrag am 31.08.1990;;no person;History;Politics;German Unity;;;10117;Unter den Linden;3;An der Fassade, Kronprinzenpalais;Mitte;31.08.2010;Bronzetafel
190;Verein der Lehrlinge und jugendlichen Arbeiter Berlins;;no person;History;Civil Society Organisation;worker's rights;;;10178;Berolinastraße;12;In der kleinen Anlage vor Nr. 12;Mitte;10.10.1974;Granittafel mit vergoldeter Inschrift
272;Verfassungsgebende Preußischen Nationalversammlung 1848;;no person;History;Politics;Prussian;;;10117;Am Festungsgraben;2;Links vom Eingang zum Maxim-Gorki-Theater, an Sockel angelehnt;Mitte;17.03.1998;Bronzetafel
427;Verhaftung der Mitglieder der Bekennenden Kirche;;no person;History;Civilians;NS persecuted;;;10117;Werderscher Markt;;In der Kirche links vom Eingang, z.Zt. Baustelle;Mitte;15.09.1987;Messingtafel
370;Verkehrsturm am Potsdamer Platz 1924;;no person;Building;Monument;;;;10785;Potsdamer Platz;11;Am Fuss des Turmes;Tiergarten;29.09.2000;Bronzetafel
193;"Verratener Fluchttunnel in der Kremmener Straße 15; 24.05.1963";;no person;History;Civilian;GDR flight aid;;;10435;Kremmener Straße;15;Rechts neben der Einfahrt;Mitte;24.05.2011;Bronze-Infotafel
603;"Verratener Fluchttunnel in der Sebastianstraße; 28.06.1962";;no person;History;Civilian;GDR flight aid;;;10179;Sebastianstraße;;Gegenüber von Nr. 82 am Gehweg;Mitte;;Infokasten
747;Volkspark Rehberge;;no person;Building;Park;;;;13351;Transvaalstraße;;Rehberge, kleine Anhöhe auf Rasenfläche;Wedding;;Granitblock mit Inschrift
615;Vom Vierhuff`schen Garten zum Krausnickpark;;no person;Building;Park;;;;10178;Oranienburger Straße;21;Im Park;Mitte;;Infokasten
381;Vorsteher der Stadtverordnetenversammlung seit Einführung der Städteordnung;;m;History;Administration;;;;10178;Rathausstraße;15;In der Toreinfahrt Jüdenstraße links;Mitte;Jan 08;Bronzetafel
749;"Wedding - Verbundenheit; Danksagung an Spender zur Gründung der Erika-Hess-Stiftung";;no person;History;Civil Society Organisation;;;;13353;Müllerstraße;146 bis 147;5 Tafeln links der Eingangshalle im Altbau;Wedding;;5 Bronzetafeln
358;Widerstand gegen den Nationalsozialismus;"Harro Schulze-Boysen; Publizist, Luftwaffenoffizier, NS-Widerstandskämpfer (Rote Kapelle)";m;History;Civilian;NS resistance;02.09.1909, Kiel;22.12.1942, Berlin Plötzensee;10117;Niederkirchnerstraße;1 bis 2;Ãœber dem 5. Fenster von rechts;Mitte;20.07.1995;Bronzebuchstaben und-ziffern auf Putz
425;Wiederaufbau des Bärenbrunnen;"von Prof. Hugo Lederer; restauriert von W. Sutkowski";m;Building;Fountain;;;;10117;Werderscher Markt;;Am Brunnenrand;Mitte;1958;Bronzetafel
332;Wissenschafts-Zitat von G.W. Leibniz;"Gottfried Wilhelm Leibniz; Universalgelehrter, Philosoph, Mathematiker, Historiker";m;Religion and Philosophy;Philosopher;;21.06.1646, Leipzig;14.11.1716, Hannover;10117;Jägerstraße;22 bis 23;Eingangshalle zwischen den Türen;Mitte;19.04.1990;Bronzetafel
273;Wusterhausischer Baer;;no person;Building;Monument;;;;10179;Am Köllnischen Park;5;Seite zur Rungestraße am Turm (der Baere/des Wasserwehrs);Mitte;;Sandsteintafel
49;"Zentraler Runder Tisch; 07.12.1989 - 22.12.1989";;no person;History;Politics;GDR opponent;;;10117;Ziegelstraße;30;Links vom Eingang, Bonhoeffer-Haus;Mitte;07.12.1999;Acrylglastafel
336;"Zentralkomitee der KPD 1926-1933; Karl-Liebknecht-Haus";;no person;History;Communism;NS victim;13.08.1871, Leipzig;5.01.1919, Berlin;10178;Kleine Alexanderstraße;28;Rechts vom Eingang;Mitte;1987;Bronzetafel
259;"ZK der KPD 1921-1926; ZK des Kommunistischen Jugendverbands Deutschlands";;no person;History;Communism;Weimar;;;10178;Rosenthaler Straße;38;Neben der Einfahrt rechts;Mitte;;Eisengusstafel
741;Zum Gedenken an die Verfolgten Sozialdemokraten unter den Diktaturen;;several;History;Politics;NS victim;;;13353;Müllerstraße;163;Kurt-Schumacher-Haus, links vom Eingang;Wedding;31.03.1986;Bronzetafel
379;Zum Gedenken an NS-verfolgte Stadtverordnete und Magistratsmitglieder;;several;History;Politics;NS victim;;;10178;Rathausstraße;15;Im Treppenhaus in der 1. Etage rechts;Mitte;12.07.2000;Leichtmetall mit 50 Namens-Acrylglastafeln
50;Zwei von der SS kurz vor Kriegsende erhängte Wehrmachtsoldaten;;mm;History;Military and Police;NS victim;;;10117;Friedrichstraße;141;Bahnunterführung, am Bahnhof Westseite;Mitte;10.12.1999;Bronzetafel
