id;was;wer;geburtsdatum_und_geburtsort;sterbedatum_und_sterbeort;postleitzahl;strasse;hausnummer;standort;ortsteil;erstellt;art;foto_1;foto_2;foto_3;foto_4;tafeltext
581;;"Bruno Stephan; Lehrer und Heimatforscher; Gründer des Heimatarchivs Wedding e.V.";09.10.1896;26.08.1983;13353;Müllerstraße;158;Links vom Eingang, zwischen dem 1. und 2. Fenster;Wedding;;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-581_stephan-bruno.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-581_bruno-stephan.pdf
326;;"Anna Louisa Karsch (Karschin); Dichterin";01.12.1722, Hammer;12.10.1791, Berlin;10115;Große Hamburger Straße;29 bis 30;An der linken Seite der Sophienkirche;Mitte;1802;Steintafel mit vergoldeter Inschrift;/ba-mitte/_assets/gedenktafeln/id-326_karschin-anna-louisa.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-326_karschin.pdf
71;;"Leo Arons; Physiker; Sozialdemokrat und freier Gewerkschafter";15.02.1860, Berlin;10.10.1919, Berlin;10179;Engeldamm;62 bis 64;Rechts vom Eingang;Mitte;06.09.2002;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-71_leo-arons.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-71_leo-martin-arons.pdf
327;;"Karl Lohmann (Hans Karl Heinrich Adolf); Biochemiker und Präsident des Instituts für Ernährung der DDR";10.04.1898, Bielefeld;22.04.1978, Berlin;10115;Hessische Straße;3;Linke Hauswand 5. Fenster vom Eingang;Mitte;16.11.1981;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-327_lohmann-karl.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-327_lohmann.pdf
583;;"Jonny Liesegang (eigtl. Johannes Haasis); Heimatschriftsteller";06.10.1897, Berlin;30.03.1961, Berlin;13351;Afrikanische Straße;146 c;Links vom Eingang;Wedding;16.11.1981;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-583_liesegang-jonny.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-583_liesegang.pdf
585;;"Kurt Steffelbauer; Lehrer; NS-Widerstandskämper; KPD-Mitglied";16.02.1890, Görlitz;21.05.1942, Berlin-Plötzensee;13353;Tegeler Straße;18;Rechts vom Eingang;Wedding;2008;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-585_steffelbauer-kurt.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-585_steffelbauer.pdf
586;;"Otto Lemm; Betriebselektriker; NS-Widerstandskämpfer (Kampfbund, Uhrig-Gruppe)";unbekannt;17.07.1944;13347;Oudenarder Straße;28;Rechts vom Eingang;Wedding;12.06.1951;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-586_lemm-otto.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-586_lemm.pdf
78;;"Margarethe von Witzleben; Begründerin der Schwerhörigenbewegung";22.02.1853, Kitzscher;01.02.1917, Berlin;10115;Tieckstraße;17;Zwischen dem 1. und 2. Fenster rechts;Mitte;21.03.2003;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-78_witzleben-margarethe-von.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-78_witzleben-margarete-von.pdf
590;;"Bernd Unger; Vorsitzender der Berliner Bärenfreunde e.V.";10.05.1936;22.12.2005;10179;Rungestraße;;Am Wirtschaftsgebäude des Zwingers;Mitte;2009;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-590_unger-bernd.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-590_unger.pdf
79;;"Theodor Leipart; Drechsler; Vorsitzender des Allgemeinen Deutschen Gewerkschaftsbundes";17.05.1867, Neubrandenburg;23.03.1947, Berlin;10179;Inselstraße;6;Zwischen dem 2. und 3. Fenster links vom Eingang;Mitte;02.05.2003;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-79_leipart-theodor.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-79_leipart-theodor.pdf
335;;"Ernst Thälmann; Politiker; Vorsitzender der KPD";16.04.1886, Altona;18.08.1944, KZ Buchenwald;10178;Kleine Alexanderstraße;28;Links vom Eingang;Mitte;16.04.1952;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-335_thaelmann-ernst.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-335_thaelmann.pdf
591;;"Franz Berwald; Schwedischer Komponist; Orthopäde";23.07.1796, Stockholm;03.04.1886, Stockholm;10117;Friedrichstraße;;Friedrichstraße Ecke Taubenstraße, auf dem Gehweg;Mitte;;Bronze-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-591_berwald-franz.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-591_berwald.pdf
337;;"Daniel Ernst Jablonski; Hofprediger und Mitbegründer der späteren Preußischen Akademie der Wissenschaften";20.11.1660, Nassenhuben b. Danzig;25.05.1741, Berlin;10179;Klosterstraße;66;Rechte Seite der Kirche, Wand- und Bodenplatte;Mitte;19.03.2000;Steintafel;/ba-mitte/_assets/gedenktafeln/id-337_jablowski-daniel_bodenplatte.jpg;/ba-mitte/_assets/gedenktafeln/id-337_jablowski-daniel_wandtafel-aussen.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-337_jablonski.pdf
595;;"Siegfried Wilhelm Dehn; Musiktheoretiker";24.02.1799, Altona;12.04.1858, Berlin;10117;Marienstraße;28;Zwischen dem 1. und 2. Fenster rechts neben Eingang;Mitte;11.04.2009;Edelstahltafel, poliert;/ba-mitte/_assets/gedenktafeln/id-595_dehn-siegfried-wilhelm.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-595_dehn.pdf
86;;"Stephanie Hüllenhagen; Schneiderin;  Gerechte unter den Völkern";17.09.1893;15.01.1967, Berlin;13357;Bellermannstraße;14;Rechts vom Eingang;Gesundbrunnen;13.11.2003;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-86_stephanie-huellenhagen.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-86_huellenhagen.pdf
342;;"Ludwig Bellermann; Philologe, Germanist und Pädagoge";07.11.1836, Berlin;08.02.1915, Berlin;10179;Klosterstraße;73;In der Franziskaner Klosterkirche rechte Wand;Mitte;;Steintafel;/ba-mitte/_assets/gedenktafeln/id-342_bellermann-ludwig.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-342_bellermann-ludwig.pdf
87;;"Karl Liebknecht; Rechtsanwalt; Politiker; Mitbegründer Spartakusbund und KPD";13.08.1871, Leipzig;15.01.1919, Berlin;10785;Potsdamer Platz;10;Am Durchgang;Tiergarten;20.11.2003;Acrylglas-Infostele;/ba-mitte/_assets/gedenktafeln/id-87_liebknecht.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-87_liebknecht.pdf
88;;"Nikolai Massalow; sowjetischer Soldat";1881;10.12.2001, Kemerowo, Russland;10785;Potsdamer Brücke;;Brückengeländer Ostseite, Schöneberger Ufer;Tiergarten;10.12.2003;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-88_nikolai-massalow.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-88_massalow.pdf
90;;"Alexander von Humboldt; Naturforscher; Mitbegründer der wissenschaftlichen Geographie";14.09.1769, Berlin;06.05.1859, Berlin;10178;Oranienburger Straße;67;Ganz links am Haus;Mitte;14.09.2004;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-90_humboldt-alexander-von.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-90_humboldt-alexander.pdf
346;;"Christian Koppe; Stadthauptmann und Ratsverwandter (Ratsherr)";unbekannt;23.01.1721;10115;Koppenplatz;13;Hinter Säulen;Mitte;1855;Vergoldete Inschrift in Marmor;/ba-mitte/_assets/gedenktafeln/id-346_koppe-christian.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-346_koppe.pdf
93;;"Kurt Klinke; NS-Widerstandskämpfer; Mechaniker; Sozialist";28.09.1910, Berlin;13.12.1944, Berlin;10115;Strelitzer Straße;18;Zwischen dem 2. und 3. Fenster links vom Eingang;Mitte;07.04.2005;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-93_klinke-kurt.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-93_klinke-kurt.pdf
94;;"Ferdinand Lassalle; Schriftsteller; Politiker; Gründer des  Allgemeinen Deutschen Arbeitervereins (ADAV)";11.04.1825, Breslau;31.08.1864, Genf;10785;Bellevuestraße;3;Früher Nr. 15, Bodenplatte im Gehweg unter Laterne;Tiergarten;11.04.2005;Bronze-Bodeninfotafel;/ba-mitte/_assets/gedenktafeln/id-94_ferdinand-lassalle.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-94_lassalle.pdf
608;;"Hellmuth von Gerlach; Politiker; Journalist und Pazifist";02.02.1866, Mönchmotschelnitz, Schlesien;01.08.1935, Paris;10785;Genthiner Straße;48;Rechts vom Eingang;Tiergarten;05.06.2008;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-608_hellmut-von-gerlach.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-608_gerlach.pdf
353;;"Wilhelm Pieck; Vorsitzender der ""Roten Hilfe""; Erster und einziger Präsident der DDR";03.01.1876, Guben;07.09.1960, Berlin;10117;Luisenstraße;58 bis 59;Rechts neben dem Eingang;Mitte;;Marmortafel mit weißer Inschrift;/ba-mitte/_assets/gedenktafeln/id-353_pieck-wilhelm.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-353_pieck.pdf
98;;"Konrad Adenauer; Präsident des Preußischen Staatsrats; Ehrenbürger von Berlin; Bundeskanzler";05.01.1876, Köln;19.04.1967, Bad Honnef;10117;Wilhelmstraße;54;Früher Nr. 64, rechts vom Eingang;Mitte;19.04.1994;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-98_adenauer-konrad.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-98_adenauer.pdf
610;;"Hugo Haase; Politiker, Rechtsanwalt und Pazifist";29.09.1863, Allenstein, Ostpreußen;07.11.1919, Berlin;10178;Karl-Liebknecht-Straße;3 ggü.;Marx-Engels-Forum, Bodentafel am Gehsteigrand zur Rasenfläche, ggü. vom Radison;Mitte;;Edelstahl;/ba-mitte/_assets/gedenktafeln/id-610_haase-hugo.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-610_hugo-haase.pdf
99;;"Peter Anders; Kammersänger";01.07.1908, Essen;10.09.1954, Berlin;10557;Thomasiusstraße;25;Rechts vom Eingang;Moabit;03.08.2010;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-99_peter-anders.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-99_peter-anders.pdf
100;;"Bettina von Arnim; Schriftstellerin";04.04.1785, Frankfurt am Main;20.01.1859, Berlin;10557;John-Foster-Dulles-Allee;10;Eingangsbereich links hinter dem Info-Stand;Tiergarten;23.02.1990;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-100_bettina-von-arnim.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-100_bettina-von-arnim.pdf
101;;"Marianne Awerbuch; Historikerin und Judaistin";20.06.1917;27.07.2004;10557;Holsteiner Ufer;18 bis 20;An der Wand links vom Eingang;Hansaviertel;27.07.2011;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-101_marianne-awerbuch.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-101_awerbuch.pdf
613;;"Victor Klemperer; Romanist und Politiker jüdischer Herkunft";09.10.1881, Landsberg an der Warthe;11.02.1960, Dresden;10117;Dorotheenstraße;1;;Mitte;;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-613_klemperer-victor.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-613_victor-klemperer.pdf
102;;"Georg Benjamin; Schul- und Kinderarzt; Bezirksverordneter (KPD); NS-Widerstandskämpfer";10.09.1895, Berlin;26.08.1942, KZ Mauthausen;13357;Badstraße;40;Hausflur links an der Wand;Gesundbrunnen;30.09.1991;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-102_benjamin-georg.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-102_georg-benjamin.pdf
105;;"Lovis Corinth; Kunstmaler; Präsident der Berliner Secession";21.07.1858, Tapiau, Ostpreußen;17.07.1925, Zandvoort, Niederlande;10557;Klopstockstraße;25 bis 27;Giebelwand zur Klopstockstraße;Hansaviertel;13.07.1998;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-105_lovis-corinth.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-105_corinth.pdf
617;;"Emilie Lehmus und Franziska Tiburtius; Erster Berliner Ärztinnen; Gründerinnen einer Poliklinik für Frauen";"30.08.1841, Fürth; 24.01.1843, Rügen";"17.10.1932, Gräfenberg; 05.05.1927, Berlin";10119;Alte Schönhauser Straße;23 bis 24;Zwischen dem 1. und 2. Fenster links der Einfahrt;Mitte;18.06.2006;Edelstahltafel;/ba-mitte/_assets/gedenktafeln/id-617_lehmus-tiburtius.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-617_lehmus-tiburtius.pdf
106;;"Eduard Cortain; katholischer Theologe";02.06.1866, Münster;26.08.1936, Berlin;13355;Feldstraße;4;Pfarramt St. Sebastian, Rechts vom Eingang, zwischen dem 2. und 3. Fenster;Gesundbrunnen;26.08.1991;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-106_cortain-eduard.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-106_cortain.pdf
107;;"Günther Dehn; evangelischer Pastor und Theologe";18.04.1882, Schwerin;17.03.1970, Bonn;10551;Wiclefstraße;33 bis 35;Wiclefstraße Ecke Beusselstraße 35, rechts vom Eingang der Reformationskirche;Moabit;30.05.1990;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-107_dehn-guenther.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-107_dehn.pdf
108;;"Max, Anneliese und Paula Dessauer, Frieda Rosenthal; NS-Opfer";;;10178;Sophienstraße;28 bis 29;Rechte Wand im Hausflur;Mitte;;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-108_dessauer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-108_dessauer.pdf
109;;"Salo Siegfried Drucker; Erster Stadtarzt des Bezirks Wedding";17.09.1885, Lissa, Posen;19.08.1940, KZ Sachsenhausen;13347;Reinickendorfer Straße;60 a;Links vom Eingang;Wedding;19.08.1990;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-109_salo-siegfried-drucker.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-109_drucker.pdf
111;;"Abraham Geiger; Rabbiner und Mitbegründer der Hochschule für die Wissenschaft des Judentums";24.05.1810, Frankfurt am Main;07.08.1874, Berlin;10178;Rosenthaler Straße;40;Hackesche Höfe zwischen Hof I u. Hof II;Mitte;25.05.2010;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-111_abraham-geiger.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-111_geiger.pdf
623;;"Ferdinand Möller; Kunsthändler";15.10.1882, Münster;12.01.1956, Köln;10785;Schöneberger Ufer;71;Rechts am Haus;Tiergarten;Jun 10;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-623_ferdinand-moeller.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-623_ferdinand-moeller.pdf
625;;"Herrmann Müller; Politiker (SPD); Reichskanzler";18.05.1876, Mannheim;20.03.1931, Berlin;10785;Derfflingerstraße;21;Links vom Eingang, zwischen dem 4. und 5. Fenster;Tiergarten;18.05.2011;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-625_herrmann-mueller.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-625_mueller.pdf
114;;"Georg Groscurth; Arzt; Mitbegründer der NS-Widerstandsgruppe ""Europäische Union""";27.12.1904, Unterhaun, Hessen-Nassau;08.05.1944, Zuchthaus Brandenburg-Görden;10551;Turmstraße;21;Ehemaliges Haus der Gesundheit - Robert Koch Krankenhaus;Moabit;07.02.1995;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-114_groscurth-georg.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-114_groscurth.pdf
115;;"Otto Hampel und Elise Hampel; NS-Widerstandskämpfer";"21.06.1897, Mühlbock; 27.10.1903, Bismark/Altmark";"08.04.1943, Berlin-Plötzensee; 08.04.1943, Berlin-";13347;Amsterdamer Straße;10;Links an der Wand zur Straße;Wedding;08.04.1989;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-115_otto-und-elise-hampel.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-115_hampel.pdf
117;;"Katharina Heinroth; Zoologin; Direktorin des Berliner Zoos von 1945-1956";04.02.1897, Breslau;20.10.1989, Berlin;10787;Budapester Straße;32;Links vom Eingang zum Aquarium;Tiergarten;04.02.1997;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-117_heinroth-katharina.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-117_katharina-heinroth.pdf
629;;"José Rizal; Arzt und Dichter; Nationalheld der Philippinen";19.06.1861, Calamba, Luzon;30.12.1896, Manila;10117;Jägerstraße;71;Rechts vom Eingang;Mitte;2003;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-629_jose-rizal.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-629_jose-rizal.pdf
118;;"Oskar Heinroth; Zoologe; Erbauer und Direktor des Aquariums";01.03.1871, Kastel;31.05.1945, Berlin;10787;Budapester Straße;32;Am Aquarium links vom Eingang;Tiergarten;04.02.1997;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-118_heinroth-oskar.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-118_heinroth-oskar.pdf
630;;"Minna Schwarz; Gründerin des 1. Frauenvereins der Loge Bnai Brith";25.11.1859, Pyritz, Pommern;27.12.1936, Berlin;10115;Brunnenstraße;41;Links neben dem Eingang;Mitte;15.01.2012;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-630_minna-schwarz-heim.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-630_minna-schwarz-heim.pdf
375;;"Wilhelm Krausnick; Oberbürgermeister";30.03.1797, Potsdam;14.12.1882, Berlin;10178;Rathausstraße;15;Über dem Eingang Jüdenstraße;Mitte;;Bronzetafel;;;;;
120;;"Israel Jacobson;  Kaufmann und Bankier; Begründer des Reformjudentums in Deutschland";17.10.1768, Halberstadt;14.09.1828, Berlin;10178;Burgstraße;25;Am zweiten Pfeiler links in der hinteren Kolonade;Mitte;16.07.2010;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-120_israel-jacobson.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-120_jacobson.pdf
376;;"Herrmann Waesemann; Architekt; Erbauer des Rathauses";06.06.1813, Danzig;28.01.1879, Berlin;10178;Rathausstraße;15;Am Eingang Jüdenstraße zum Säulensaal;Mitte;14.08.2007;Bronzetafel am Büstensockel;;;;;
632;;"Paul Ferdinand Straßmann; Universitätsprofessor; Arzt und Wissenschaftler";23.10.1866, Berlin;15.08.1938, Gstaad;10117;Schumannstraße;18;Links vom Eingang;Mitte;10.09.2003;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-632_paul-ferdinand-strassmann.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-632_strassmann.pdf
122;;"Ernst Kaeber; Berliner Stadtarchivar";05.12.1882, Charlottenburg;05.07.1961, Berlin;10555;Dortmunder Straße;6;Rechts vom Eingang, zwischen dem 1. und 2. Fenster;Moabit;27.09.2011;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-122_kaeber-ernst.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-122_kaeber.pdf
124;;"Walter Kollo und Willi Kollo; Komponisten und Textdichter";"28.01.1878, Neidenburg; 28.04.1904, Königsberg";"30.09.1940, Berlin; 04.02.1988, Berlin";10117;Friedrichstraße;101;Admiralspalast, rechte Wand in der Einfahrt;Mitte;30.09.2010;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-124_kollo-walter_kollo-willi.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-124_kollo.pdf
636;;"Rahel Varnhagen von Ense; Schriftstellerin";19.05.1771, Berlin;07.03.1803, Berlin;10117;Jägerstraße;54;Rechts vom Eingang;Mitte;;Bronzegusstafel;/ba-mitte/_assets/gedenktafeln/id-636_rahel-varnhagen-von-ense.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-636_rahel-varnhagen.pdf
382;;"Albrecht von Graefe; Augenarzt; Direktor der augenärztlichen Abteilung der Charité";20.05.1828;20.07.1870;10117;Reinhardtstraße;34;Über dem Fenster in der 1. Etage;Mitte;21.06.1908;Portraitrelief;/ba-mitte/_assets/gedenktafeln/id-382_graefe-albrecht-von.jpg;;;;
383;;"Herrmann Ludwig Ferdinand von Helmholtz; Physiologe und Physiker";31.08.1821, Potsdam;08.09.1894, Charlottenburg;10117;Reinhardtstraße;34;Über dem Fenster in der 1. Etage;Mitte;21.06.1908;Portraitrelief;/ba-mitte/_assets/gedenktafeln/id-383_helmholtz-von-h.jpg;;;;
128;;"Constantin Liebich; Journalist; Mitbegründer des Vereins ""Dienst an Arbeitslosen""; Schrippenkirche";09.06.1847;29.12.1928;10115;Ackerstraße;52;An der Hauswand;Mitte;31.10.1988;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-128_liebich-constantin.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-128_liebich.pdf
640;;"Alexander von Humboldt; Naturforscher; Mitbegründer der wissenschaftlichen Geographie";14.09.1769, Berlin;06.05.1859, Berlin;13357;Humboldthain;;Weg parallel zur Gustav Meyer Allee/ Liegewiese;Gesundbrunnen;;Steinstele;/ba-mitte/_assets/gedenktafeln/id-640_humboldt-alexander-von_1.jpg;/ba-mitte/_assets/gedenktafeln/id-640_humboldt-alexander-von_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-640_humboldthain.pdf
386;;"Oda Schottmüller; Tänzerin und Bildhauerin; Mitglied der NS-Widerstandsorganisation ""Rote Kapelle""";09.02.1905, Posen;05.08.1943, Berlin-Plötzensee;10178;Rosa-Luxemburg-Platz;;Im Foyer der Volksbühne 1. Etage rechts;Mitte;Nov 79;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-386_oda-schottmueller.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-386_schottmueller.pdf
